OBJECTID,NETWORK,TYPE,NAME, len , total traffic 2015 , total trucks 2015 , bus km 2015 , 5 year accidents , traffic lights , base case - current ,no trucks, dist_grow by trend , dist_grow by 20% , dist_decline by 20%  
2064,PBN,On Road,," 1,171.3 "," 34,344 "," 3,548 "," 1,215.0 ",9,6," 3,114.83 "," 2,602.59 "," 3,117.14 "," 3,162.13 "," 3,052.60 "
2065,PBN,On Road,, 543.3 , 403 , 15 , 31.7 ,1,1, 575.00 , 575.00 , 575.00 , 575.00 , 575.00 
1532,PBN,On Road,, 81.2 , 259 , 13 , 89.0 ,0,0, 174.62 , 162.41 , 174.74 , 176.21 , 172.56 
2066,PBN,On Road,, 610.7 , 89 , 6 , -   ,0,0, 610.69 , 610.69 , 610.69 , 610.69 , 610.69 
1533,PBN,On Road,, 85.0 ," 2,461 ", 140 , 98.6 ,0,0, 215.59 , 178.55 , 216.22 , 219.39 , 210.59 
2067,PBN,On Road,," 1,127.0 "," 8,494 ", 493 , -   ,0,1," 1,421.73 "," 1,127.05 "," 1,423.51 "," 1,440.93 "," 1,396.98 "
1534,PBN,On Road,, 91.2 ," 2,658 ", 158 , 104.5 ,1,1, 237.54 , 197.71 , 238.20 , 241.58 , 232.21 
2068,PBN,On Road,," 1,215.5 "," 86,103 "," 4,466 "," 1,383.6 ",2,4," 3,418.33 "," 2,747.92 "," 3,416.25 "," 3,462.56 "," 3,360.07 "
1535,PBN,On Road,," 1,952.8 "," 170,850 "," 10,736 "," 2,070.6 ",5,5," 5,702.35 "," 4,572.01 "," 5,711.11 "," 5,766.62 "," 5,617.73 "
2069,PBN,On Road,, 878.6 ," 43,250 "," 1,701 ", 920.9 ,0,0," 2,316.67 "," 1,873.49 "," 2,315.89 "," 2,353.57 "," 2,268.06 "
1536,PBN,On Road,," 3,104.5 "," 47,700 "," 3,327 "," 3,144.1 ",7,4," 7,350.18 "," 6,252.20 "," 7,343.59 "," 7,504.29 "," 7,247.39 "
2070,PBN,On Road,," 1,017.0 "," 21,256 "," 1,684 "," 1,068.9 ",4,1," 2,536.79 "," 2,136.61 "," 2,537.29 "," 2,583.21 "," 2,475.67 "
1537,PBN,On Road,, 400.9 ," 11,474 ", 768 , 452.2 ,0,0," 1,028.06 ", 854.00 ," 1,028.73 "," 1,045.58 "," 1,005.01 "
2071,PBN,On Road,, 681.0 ," 54,324 "," 4,169 ", 783.4 ,4,3," 1,995.08 "," 1,609.04 "," 1,996.22 "," 2,017.16 "," 1,966.01 "
1538,PBN,On Road,, 654.6 ," 18,796 "," 3,054 "," 1,353.3 ",0,1," 1,795.61 "," 1,511.11 "," 1,798.74 "," 1,820.09 "," 1,763.43 "
2072,PBN,On Road,, 211.1 ," 8,576 ", 544 , 293.5 ,0,0, 563.41 , 462.18 , 562.96 , 571.98 , 552.14 
1539,PBN,On Road,, 652.6 , 162 , 11 , 19.6 ,4,0, 672.22 , 672.22 , 672.22 , 672.22 , 672.22 
2073,PBN,On Road,, 350.1 ," 5,857 ", 243 , 371.6 ,1,2, 827.97 , 700.28 , 827.81 , 833.10 , 821.35 
1540,PBN,On Road,, 604.3 ," 4,802 ", 599 , 22.0 ,2,1, 788.38 , 626.25 , 787.95 , 818.91 , 775.23 
2074,PBN,On Road,," 1,700.6 ", 19 , 1 , -   ,1,0," 1,700.67 "," 1,700.67 "," 1,700.67 "," 1,700.67 "," 1,700.67 "
1541,PBN,On Road,," 1,214.7 "," 6,032 ", 519 , 27.7 ,2,0," 1,494.46 "," 1,242.48 "," 1,495.62 "," 1,516.66 "," 1,465.83 "
2075,PBN,On Road,," 1,249.4 "," 80,000 "," 3,499 "," 2,569.7 ",4,4," 3,429.38 "," 2,756.62 "," 3,422.70 "," 3,477.61 "," 3,365.83 "
1542,PBN,On Road,," 2,282.7 ", 251 , 8 , -   ,4,0," 2,282.85 "," 2,282.85 "," 2,282.85 "," 2,282.85 "," 2,282.85 "
2076,PBN,On Road,," 2,081.0 "," 47,402 "," 3,100 "," 4,290.3 ",8,2," 5,171.59 "," 4,329.29 "," 5,163.30 "," 5,267.64 "," 5,045.12 "
1543,PBN,On Road,, 866.2 ," 13,041 "," 1,676 ", -   ,3,1," 1,284.73 ", 980.67 ," 1,282.91 "," 1,324.17 "," 1,232.85 "
1544,PBN,On Road,," 1,071.3 "," 8,303 ", 922 , 22.0 ,2,2," 1,377.34 "," 1,093.34 "," 1,376.11 "," 1,402.06 "," 1,353.92 "
2077,PBN,On Road,," 2,642.2 "," 71,408 "," 4,532 "," 2,764.8 ",3,3," 6,697.60 "," 5,569.96 "," 6,690.51 "," 6,815.54 "," 6,542.31 "
1545,PBN,On Road,," 1,420.4 "," 12,031 "," 1,539 ", -   ,4,1," 1,836.37 "," 1,443.44 "," 1,834.71 "," 1,909.31 "," 1,783.03 "
2078,PBN,On Road,, 825.8 ," 25,021 "," 1,665 "," 1,743.2 ",1,1," 2,132.12 "," 1,767.47 "," 2,130.57 "," 2,167.76 "," 2,085.20 "
1546,PBN,On Road,, 214.8 ," 1,498 ", 190 , -   ,0,0, 268.77 , 214.77 , 268.42 , 274.90 , 263.99 
2079,PBN,On Road,, 540.4 ," 50,003 "," 3,349 ", 694.3 ,7,7," 1,691.08 "," 1,374.31 "," 1,689.38 "," 1,708.32 "," 1,668.38 "
1547,PBN,On Road,," 1,839.0 "," 15,177 "," 1,717 ", 66.0 ,12,1," 2,407.62 "," 1,905.13 "," 2,405.62 "," 2,478.80 "," 2,367.86 "
2080,PBN,On Road,, 544.6 ," 52,905 "," 3,579 ", 698.9 ,0,0," 1,617.39 "," 1,294.72 "," 1,615.68 "," 1,634.46 "," 1,594.91 "
1548,PBN,On Road,, 183.4 ," 2,110 ", 223 , 22.0 ,0,0, 270.94 , 212.87 , 270.50 , 280.05 , 260.00 
2081,PBN,On Road,, 854.1 ," 27,896 "," 1,433 "," 1,770.2 ",4,1," 2,182.39 "," 1,796.90 "," 2,179.50 "," 2,220.17 "," 2,132.63 "
1549,PBN,On Road,, 183.9 ," 26,023 "," 1,611 ", 476.9 ,6,5, 668.20 , 550.30 , 668.04 , 673.38 , 661.37 
2082,PBN,On Road,," 1,603.2 "," 64,722 "," 1,754 "," 3,244.9 ",0,1," 4,004.08 "," 3,236.34 "," 4,002.50 "," 4,078.83 "," 3,950.35 "
1550,PBN,On Road,," 1,327.7 "," 44,742 "," 5,335 ", 110.1 ,6,5," 2,412.08 "," 1,807.54 "," 2,409.19 "," 2,462.50 "," 2,345.77 "
2083,PBN,On Road,, 515.4 ," 27,232 "," 1,761 "," 1,132.4 ",2,2," 1,422.38 "," 1,157.67 "," 1,419.42 "," 1,441.85 "," 1,396.74 "
1551,PBN,On Road,, 35.0 , 625 , 34 , 94.6 ,0,0, 83.12 , 70.05 , 83.09 , 84.72 , 82.46 
1552,PBN,On Road,, 29.2 ," 1,048 ", 44 , 53.8 ,0,0, 74.49 , 60.94 , 74.44 , 75.79 , 72.76 
2084,PBN,On Road,, 403.9 ," 16,494 "," 1,058 ", 461.0 ,4,2," 1,087.96 ", 894.00 ," 1,086.46 "," 1,104.28 "," 1,066.46 "
1553,PBN,On Road,, 151.9 ," 2,315 ", 148 , 339.2 ,0,0, 357.39 , 303.82 , 357.20 , 364.21 , 354.46 
2085,PBN,On Road,, 71.4 ," 2,373 ", 153 , 111.1 ,1,0, 193.40 , 161.02 , 193.10 , 196.43 , 189.41 
1554,PBN,On Road,, 430.3 ," 11,626 ", 465 , 492.3 ,4,1," 1,050.98 ", 867.35 ," 1,049.56 "," 1,071.59 "," 1,036.92 "
2086,PBN,On Road,," 7,815.1 "," 151,111 "," 7,912 "," 8,001.1 ",8,12," 18,646.33 "," 15,649.74 "," 18,655.20 "," 19,032.05 "," 18,483.76 "
1555,PBN,On Road,, 571.2 ," 5,181 ", 227 ," 1,177.8 ",1,2," 1,305.46 "," 1,142.42 "," 1,305.20 "," 1,314.87 "," 1,293.32 "
1556,PBN,On Road,, 623.8 ," 5,643 ", 247 ," 1,282.9 ",1,0," 1,425.36 "," 1,247.53 "," 1,425.09 "," 1,435.65 "," 1,412.10 "
2087,PBN,On Road,, 240.6 ," 1,925 ", 123 , 403.8 ,0,0, 545.97 , 481.20 , 546.08 , 550.03 , 540.74 
1557,PBN,On Road,, 655.3 ," 10,701 ", 493 ," 1,358.9 ",2,0," 1,547.70 "," 1,310.74 "," 1,546.79 "," 1,557.34 "," 1,535.25 "
2088,PBN,On Road,, 186.2 ," 1,382 ", 80 , 256.0 ,0,0, 420.71 , 372.39 , 420.83 , 423.89 , 416.61 
1558,PBN,On Road,, 448.9 ," 6,371 ", 407 , 933.3 ,0,0," 1,052.06 ", 897.90 ," 1,051.53 "," 1,066.14 "," 1,043.29 "
2089,PBN,On Road,, 825.5 ," 6,947 ", 351 , 886.8 ,0,0," 1,878.54 "," 1,650.93 "," 1,878.16 "," 1,892.32 "," 1,860.76 "
1559,PBN,On Road,, 466.3 ," 4,346 ", 241 , 543.1 ,4,0," 1,067.26 ", 932.52 ," 1,067.52 "," 1,074.91 "," 1,057.40 "
2090,PBN,On Road,," 1,562.3 "," 11,251 ", 45 , 44.6 ,3,0," 2,006.15 "," 1,606.86 "," 2,007.32 "," 2,032.97 "," 1,971.56 "
1560,PBN,On Road,," 3,739.2 "," 21,024 "," 1,551 ", 35.3 ,12,5," 4,610.35 "," 3,774.50 "," 4,619.36 "," 4,677.30 "," 4,523.99 "
2091,PBN,On Road,," 1,576.1 ", 160 , 8 , -   ,1,0," 1,576.15 "," 1,576.15 "," 1,576.15 "," 1,576.15 "," 1,576.15 "
1561,PBN,On Road,, 364.3 , 24 , -   , -   ,1,1, 364.31 , 364.31 , 364.31 , 364.31 , 364.31 
1562,PBN,On Road,," 1,348.3 "," 23,599 "," 1,426 "," 1,414.3 ",5,1," 3,211.14 "," 2,711.56 "," 3,213.90 "," 3,277.67 "," 3,170.84 "
2092,PBN,On Road,, 605.5 , -   , -   , -   ,0,0, 605.52 , 605.52 , 605.52 , 605.52 , 605.52 
1563,PBN,On Road,," 2,235.6 "," 78,936 "," 5,313 "," 4,577.6 ",24,5," 5,944.51 "," 4,913.01 "," 5,939.65 "," 6,037.37 "," 5,822.24 "
2093,PBN,On Road,," 4,643.8 "," 25,353 ", 33 , 38.2 ,9,2," 5,702.33 "," 4,681.97 "," 5,704.44 "," 5,785.88 "," 5,594.55 "
1564,PBN,On Road,, 36.4 , 249 , 16 , 76.2 ,0,0, 81.77 , 72.72 , 81.71 , 82.40 , 80.96 
1565,PBN,On Road,, 146.9 ," 10,868 ", 700 , 221.4 ,5,3, 496.16 , 414.32 , 495.59 , 501.22 , 489.50 
2094,PBN,On Road,, 956.1 , 16 , -   , -   ,4,0, 956.11 , 956.11 , 956.11 , 956.11 , 956.11 
1566,PBN,On Road,, 264.1 ," 3,087 ", 206 , 284.7 ,0,0, 612.27 , 528.21 , 611.83 , 616.42 , 606.91 
2095,PBN,On Road,, 292.4 ," 11,362 ", 722 , 310.6 ,1,2, 776.36 , 637.82 , 774.95 , 788.34 , 760.58 
1567,PBN,On Road,, 252.7 ," 2,651 ", 171 , 272.9 ,0,0, 582.23 , 505.34 , 581.98 , 586.28 , 577.00 
2096,PBN,On Road,," 3,096.8 "," 57,540 "," 3,696 "," 3,268.6 ",12,5," 7,474.71 "," 6,303.27 "," 7,466.55 "," 7,624.33 "," 7,307.77 "
1568,PBN,On Road,, 199.0 ," 2,073 ", 139 , 218.7 ,0,3, 482.66 , 422.29 , 482.44 , 485.86 , 478.54 
2097,PBN,On Road,," 1,673.7 "," 32,832 "," 2,300 ", -   ,1,1," 2,425.14 "," 1,780.26 "," 2,436.01 "," 2,504.07 "," 2,321.23 "
1569,PBN,On Road,, 204.8 ," 2,098 ", 136 , 226.2 ,0,0, 471.19 , 409.52 , 470.99 , 474.49 , 466.93 
2098,PBN,On Road,," 1,358.2 ", 479 , 26 , -   ,2,0," 1,358.18 "," 1,358.18 "," 1,358.18 "," 1,358.18 "," 1,358.18 "
1570,PBN,On Road,," 1,312.0 "," 35,183 "," 2,311 "," 1,364.6 ",6,3," 3,331.28 "," 2,772.68 "," 3,326.24 "," 3,389.63 "," 3,254.46 "
2099,PBN,On Road,," 3,640.8 "," 70,417 "," 5,189 ", 98.4 ,11,7," 5,393.71 "," 3,997.57 "," 5,394.55 "," 5,564.62 "," 5,168.72 "
1571,PBN,On Road,, 844.6 ," 8,333 ", 538 , 865.2 ,0,0," 1,939.48 "," 1,689.20 "," 1,938.65 "," 1,953.18 "," 1,921.80 "
2100,PBN,On Road,, 936.3 ," 6,326 ", 220 , 943.1 ,4,2," 2,104.55 "," 1,872.94 "," 2,103.70 "," 2,120.80 "," 2,083.58 "
1572,PBN,On Road,, 843.8 ," 8,607 ", 576 , 865.0 ,7,1," 1,941.21 "," 1,687.54 "," 1,940.27 "," 1,954.81 "," 1,923.66 "
1573,PBN,On Road,, 266.6 ," 9,835 ", 639 , 308.6 ,0,0, 704.34 , 579.83 , 703.37 , 715.36 , 689.82 
2101,PBN,On Road,, 385.5 , 991 , 65 , 17.6 ,0,0, 450.26 , 403.14 , 450.48 , 458.06 , 440.19 
1574,PBN,On Road,," 1,058.7 "," 13,048 ", 820 ," 1,163.5 ",4,3," 2,461.67 "," 2,117.45 "," 2,460.86 "," 2,478.14 "," 2,440.42 "
2102,PBN,On Road,," 4,818.1 "," 156,059 "," 6,227 "," 4,902.2 ",19,11," 12,053.85 "," 9,884.50 "," 12,041.59 "," 12,275.94 "," 11,761.23 "
1575,PBN,On Road,, 581.7 ," 8,364 ", 303 , 599.4 ,0,1," 1,364.08 "," 1,163.35 "," 1,363.62 "," 1,372.87 "," 1,352.75 "
2103,PBN,On Road,," 4,622.5 "," 93,496 "," 8,421 "," 4,688.1 ",15,4," 11,601.15 "," 9,801.55 "," 11,607.80 "," 11,809.55 "," 11,326.88 "
1576,PBN,On Road,, 670.2 ," 15,213 ", 690 , 734.4 ,5,1," 1,615.22 "," 1,344.32 "," 1,613.40 "," 1,647.90 "," 1,599.52 "
2104,PBN,On Road,," 5,154.1 "," 140,371 "," 10,646 "," 5,237.6 ",18,8," 13,262.45 "," 11,057.54 "," 13,250.94 "," 13,485.65 "," 12,968.64 "
1577,PBN,On Road,, 342.7 ," 9,446 ", 645 , 360.5 ,0,0, 876.31 , 729.11 , 875.89 , 891.37 , 856.48 
1578,PBN,On Road,, 161.9 ," 3,261 ", 185 , 179.7 ,0,1, 391.04 , 328.10 , 390.89 , 398.87 , 383.82 
2105,PBN,On Road,," 2,028.2 "," 54,174 "," 2,698 "," 2,069.3 ",5,2," 5,036.27 "," 4,173.52 "," 5,031.46 "," 5,130.53 "," 4,912.11 "
1579,PBN,On Road,, 235.4 ," 6,230 ", 400 , 253.1 ,0,0, 595.62 , 495.79 , 595.32 , 606.15 , 581.74 
1580,PBN,On Road,, 622.2 ," 26,726 "," 1,700 ", 670.3 ,0,0," 1,672.61 "," 1,369.74 "," 1,669.87 "," 1,697.48 "," 1,639.86 "
2106,PBN,On Road,, 257.3 ," 6,625 ", 150 , 286.0 ,3,1, 624.79 , 516.60 , 624.28 , 628.23 , 620.36 
1581,PBN,On Road,," 1,893.4 "," 43,647 "," 2,057 "," 1,951.1 ",7,2," 4,587.33 "," 3,818.25 "," 4,582.62 "," 4,678.85 "," 4,522.50 "
2107,PBN,On Road,," 1,022.8 "," 12,711 "," 1,545 ", 17.7 ,2,0," 1,458.61 "," 1,124.96 "," 1,456.47 "," 1,507.56 "," 1,394.22 "
2108,PBN,On Road,, 813.9 ," 29,458 "," 1,884 ", 899.0 ,2,1," 2,142.64 "," 1,764.53 "," 2,138.60 "," 2,176.54 "," 2,098.01 "
1582,PBN,On Road,, 231.4 , 353 , 45 , -   ,7,1, 309.69 , 297.04 , 309.26 , 314.73 , 303.18 
1583,PBN,On Road,, 598.0 , 752 , 50 , 35.2 ,4,1, 651.04 , 633.28 , 650.47 , 664.42 , 633.78 
2109,PBN,On Road,, 312.8 ," 11,250 ", 86 , 30.4 ,4,1, 497.41 , 352.35 , 496.76 , 501.27 , 492.42 
1584,PBN,On Road,, 272.0 , 795 , 51 , 20.0 ,0,0, 329.73 , 291.95 , 329.43 , 335.13 , 322.76 
2110,PBN,On Road,, 873.7 ," 2,630 ", -   , -   ,1,1, 998.32 , 873.67 ," 1,001.63 "," 1,015.59 ", 976.04 
1585,PBN,On Road,, 474.5 , 752 , 50 , 35.2 ,9,0, 620.58 , 592.27 , 620.11 , 630.87 , 607.31 
1586,PBN,On Road,, 372.7 ," 1,791 ", 116 , 400.7 ,0,0, 821.05 , 745.32 , 821.76 , 827.90 , 812.22 
2111,PBN,On Road,," 2,534.4 "," 42,017 ", 19 , 18.5 ,10,1," 3,474.16 "," 2,552.87 "," 3,482.53 "," 3,511.35 "," 3,426.17 "
1587,PBN,On Road,, 737.3 ," 8,671 ", 549 , 768.1 ,4,1," 1,709.80 "," 1,474.56 "," 1,708.35 "," 1,721.38 "," 1,694.87 "
1588,PBN,On Road,, 929.2 ," 9,974 ", 667 , 946.8 ,0,1," 2,143.98 "," 1,858.49 "," 2,142.31 "," 2,158.82 "," 2,124.83 "
2112,PBN,On Road,, 190.8 , 66 , 3 , 17.7 ,0,0, 208.47 , 208.47 , 208.47 , 208.47 , 208.47 
1589,PBN,On Road,, 182.3 ," 6,790 ", 433 , 200.0 ,0,0, 481.48 , 396.11 , 480.82 , 489.02 , 471.55 
2113,PBN,On Road,, 160.7 , -   , -   , -   ,1,0, 160.66 , 160.66 , 160.66 , 160.66 , 160.66 
1590,PBN,On Road,, 333.9 ," 11,898 ", 781 , 354.4 ,1,0, 879.02 , 724.58 , 877.95 , 892.92 , 860.73 
2114,PBN,On Road,, 276.2 ," 8,182 "," 1,049 ", -   ,1,0, 471.12 , 349.98 , 470.21 , 481.82 , 457.04 
1591,PBN,On Road,," 5,749.2 "," 23,677 "," 1,672 ", -   ,20,5," 6,802.95 "," 5,749.46 "," 6,804.55 "," 6,911.23 "," 6,663.27 "
2115,PBN,On Road,, 319.6 ," 46,950 "," 3,094 ", 337.3 ,0,0, 990.83 , 784.41 , 989.70 , 999.58 , 979.32 
2116,PBN,On Road,, 126.9 ," 23,104 "," 1,813 ", 61.4 ,0,0, 341.42 , 255.92 , 340.61 , 344.47 , 337.42 
1592,PBN,On Road,," 4,861.1 "," 70,873 "," 5,430 ", -   ,13,1," 6,655.41 "," 4,969.12 "," 6,651.45 "," 6,896.06 "," 6,453.15 "
2117,PBN,On Road,," 1,665.7 ", 117 , 6 , -   ,0,0," 1,665.71 "," 1,665.71 "," 1,665.71 "," 1,665.71 "," 1,665.71 "
1593,PBN,On Road,, 371.4 ," 30,608 "," 1,165 ", -   ,6,0, 713.88 , 501.77 , 714.46 , 727.64 , 695.74 
2118,PBN,On Road,," 1,555.0 "," 31,645 ", 897 ," 1,606.2 ",10,1," 3,716.59 "," 3,110.05 "," 3,716.04 "," 3,738.46 "," 3,688.37 "
1594,PBN,On Road,," 3,185.3 "," 15,231 ", 476 , -   ,26,7," 3,830.57 "," 3,185.34 "," 3,824.80 "," 3,889.14 "," 3,755.01 "
2119,PBN,On Road,," 1,126.2 ", -   , -   , -   ,1,0," 1,126.24 "," 1,126.24 "," 1,126.24 "," 1,126.24 "," 1,126.24 "
1595,PBN,On Road,, 418.2 ," 7,886 ", 986 , 17.6 ,1,1, 666.62 , 507.64 , 665.13 , 684.80 , 642.71 
2120,PBN,On Road,," 4,984.8 "," 121,495 "," 9,395 "," 5,187.1 ",21,15," 12,663.07 "," 10,602.35 "," 12,656.10 "," 12,883.80 "," 12,372.52 "
1596,PBN,On Road,," 3,913.1 "," 57,216 "," 7,235 ", 17.7 ,12,8," 5,771.24 "," 4,412.41 "," 5,763.40 "," 5,951.01 "," 5,534.76 "
1597,PBN,On Road,, 373.2 ," 20,724 "," 2,625 ", -   ,6,0, 763.41 , 569.34 , 761.80 , 775.55 , 747.44 
2121,PBN,On Road,, 714.1 ," 77,724 "," 5,528 ", -   ,3,2," 1,440.29 "," 1,006.76 "," 1,447.67 "," 1,461.61 "," 1,412.24 "
1598,PBN,On Road,, 212.3 ," 2,974 ", 139 , 468.8 ,4,1, 533.78 , 461.23 , 533.59 , 537.00 , 529.62 
2122,PBN,On Road,," 8,284.4 "," 100,472 "," 6,893 ", 71.8 ,10,11," 11,032.49 "," 8,356.24 "," 11,028.44 "," 11,161.80 "," 10,865.67 "
1599,PBN,On Road,, 98.3 , 831 , 45 , 19.3 ,0,1, 147.50 , 120.33 , 147.66 , 149.14 , 145.38 
1600,PBN,On Road,, 276.6 , 407 , 27 , 37.0 ,3,0, 339.16 , 325.33 , 338.09 , 345.22 , 331.34 
2123,PBN,On Road,, 453.3 ," 5,542 ", 635 , 18.7 ,4,2, 649.43 , 502.53 , 649.18 , 671.38 , 620.54 
1601,PBN,On Road,, 206.1 , 573 , 61 , 17.6 ,0,1, 251.05 , 223.77 , 251.40 , 255.17 , 245.73 
2124,PBN,On Road,, 272.9 ," 4,144 ", 440 , 36.6 ,1,2, 431.72 , 335.61 , 430.84 , 444.49 , 414.91 
1602,PBN,On Road,, 265.8 , 118 , -   , -   ,1,0, 265.82 , 265.82 , 265.82 , 265.82 , 265.82 
2125,PBN,On Road,, 237.5 , -   , -   , -   ,0,0, 237.75 , 237.75 , 237.75 , 237.75 , 237.75 
1603,PBN,On Road,, 287.8 ," 18,611 "," 2,248 ", 28.1 ,11,7, 763.38 , 608.05 , 761.86 , 772.40 , 751.52 
2126,PBN,On Road,," 3,769.9 "," 51,352 "," 3,282 ", 29.5 ,4,1," 5,074.09 "," 3,799.51 "," 5,071.25 "," 5,163.42 "," 4,999.86 "
1604,PBN,On Road,, 743.8 , -   , -   , -   ,7,1, 750.53 , 750.53 , 750.53 , 750.53 , 750.53 
1605,PBN,On Road,, 48.1 ," 1,275 ", 44 , 40.3 ,1,0, 116.67 , 96.28 , 116.65 , 118.13 , 115.85 
2127,PBN,On Road,," 2,224.6 "," 21,339 ", 92 , -   ,2,3," 2,875.75 "," 2,224.64 "," 2,878.00 "," 2,912.03 "," 2,828.94 "
1606,PBN,On Road,, 303.6 ," 9,466 "," 1,206 ", -   ,1,0, 522.60 , 387.42 , 521.33 , 534.22 , 507.31 
2128,PBN,On Road,, 107.8 ," 2,884 ", 279 , 18.5 ,6,1, 239.39 , 193.52 , 238.66 , 243.89 , 233.46 
1607,PBN,On Road,, 396.0 ," 144,425 "," 9,675 ", 955.7 ,0,0," 1,347.98 "," 1,045.55 "," 1,347.02 "," 1,355.16 "," 1,338.53 "
2129,PBN,On Road,, 222.5 ," 8,233 "," 1,055 ", -   ,1,0, 395.91 , 291.89 , 395.14 , 404.04 , 385.22 
1608,PBN,On Road,, 238.3 ," 3,635 ", 448 , 19.9 ,2,1, 372.39 , 288.33 , 372.26 , 383.28 , 358.06 
2130,PBN,On Road,, 412.5 ," 17,531 "," 1,824 ", 60.3 ,0,0, 795.92 , 595.69 , 795.12 , 811.02 , 776.05 
1609,PBN,On Road,, 313.5 ," 1,245 ", 155 , -   ,0,1, 369.45 , 313.49 , 369.14 , 375.39 , 361.79 
2131,PBN,On Road,, 99.1 , 847 , 109 , -   ,0,0, 128.47 , 100.94 , 128.23 , 133.55 , 124.51 
1610,PBN,On Road,," 1,247.0 "," 5,799 ", 594 , 22.1 ,0,0," 1,518.39 "," 1,270.08 "," 1,518.10 "," 1,541.44 "," 1,488.66 "
2132,PBN,On Road,, 507.2 , 142 , 18 , -   ,0,0, 507.34 , 507.34 , 507.34 , 507.34 , 507.34 
1611,PBN,On Road,," 1,692.7 "," 5,961 ", 254 ," 1,724.5 ",2,0," 3,661.31 "," 3,385.43 "," 3,659.56 "," 3,693.98 "," 3,619.16 "
2133,PBN,On Road,," 1,788.5 "," 107,427 "," 6,089 ", -   ,8,5," 3,175.51 "," 2,227.30 "," 3,170.37 "," 3,242.43 "," 3,087.37 "
1612,PBN,On Road,, 767.0 ," 26,068 "," 1,779 ", 817.0 ,2,3," 2,013.33 "," 1,663.24 "," 2,015.95 "," 2,045.41 "," 1,971.10 "
2134,PBN,On Road,, 361.5 ," 41,235 "," 2,953 ", 37.0 ,2,1, 772.18 , 550.52 , 774.19 , 782.78 , 758.23 
1613,PBN,On Road,," 1,076.4 ", 379 , 15 , -   ,1,0," 1,076.39 "," 1,076.39 "," 1,076.39 "," 1,076.39 "," 1,076.39 "
2135,PBN,On Road,," 3,016.8 "," 81,303 "," 5,259 "," 3,085.2 ",4,4," 7,655.85 "," 6,369.43 "," 7,653.80 "," 7,790.19 "," 7,478.96 "
1614,PBN,On Road,, 645.8 ," 7,386 ", 499 , 683.1 ,2,2," 1,495.31 "," 1,291.59 "," 1,494.80 "," 1,505.50 "," 1,482.16 "
1615,PBN,On Road,," 1,353.9 "," 17,548 "," 1,129 "," 1,387.2 ",8,2," 3,156.86 "," 2,707.83 "," 3,156.41 "," 3,177.97 "," 3,129.95 "
2136,PBN,On Road,, 136.1 , -   , -   , -   ,0,0, 136.05 , 136.05 , 136.05 , 136.05 , 136.05 
1616,PBN,On Road,," 1,788.1 "," 11,180 ", 243 , 46.2 ,3,3," 2,258.61 "," 1,834.32 "," 2,256.23 "," 2,290.06 "," 2,218.04 "
2137,PBN,On Road,," 4,936.2 "," 53,249 "," 2,552 ", 45.9 ,23,7," 6,501.91 "," 4,982.12 "," 6,506.06 "," 6,580.69 "," 6,400.29 "
1617,PBN,On Road,, 604.6 , 308 , 39 , -   ,0,1, 604.56 , 604.56 , 604.56 , 604.56 , 604.56 
2138,PBN,On Road,," 1,121.8 ", 141 , 7 , -   ,3,0," 1,122.20 "," 1,122.20 "," 1,122.20 "," 1,122.20 "," 1,122.20 "
1618,PBN,On Road,," 2,378.5 "," 51,547 "," 6,547 ", 53.1 ,9,5," 3,861.05 "," 2,913.94 "," 3,851.49 "," 3,960.85 "," 3,729.78 "
2139,PBN,On Road,, 690.0 ," 7,336 ", 21 , -   ,4,2, 901.20 , 690.05 , 900.39 , 912.24 , 886.96 
1619,PBN,On Road,, 271.2 ," 10,521 "," 1,271 ", 28.7 ,2,1, 512.24 , 383.80 , 511.36 , 522.13 , 499.23 
2140,PBN,On Road,, 984.2 ," 15,392 ", 928 ," 1,033.3 ",7,2," 2,318.94 "," 1,968.57 "," 2,316.19 "," 2,357.12 "," 2,300.08 "
1620,PBN,On Road,," 3,094.9 "," 34,803 "," 4,393 ", -   ,2,0," 4,282.59 "," 3,312.82 "," 4,275.84 "," 4,433.01 "," 4,084.70 "
2141,PBN,On Road,, 141.4 , -   , -   , -   ,0,0, 141.42 , 141.42 , 141.42 , 141.42 , 141.42 
2142,PBN,On Road,, 630.4 ," 13,455 ", 683 , 681.3 ,3,0," 1,520.71 "," 1,270.94 "," 1,520.99 "," 1,551.34 "," 1,499.21 "
1621,PBN,On Road,, 339.5 ," 1,419 ", 89 , 43.0 ,7,0, 494.88 , 432.02 , 494.90 , 501.26 , 486.65 
1622,PBN,On Road,," 4,190.5 "," 35,104 "," 2,174 "," 5,105.6 ",11,8," 9,534.28 "," 8,381.24 "," 9,549.70 "," 9,604.32 "," 9,443.93 "
2143,PBN,On Road,, 596.2 ," 72,526 "," 3,839 ", 634.6 ,5,5," 1,785.25 "," 1,414.71 "," 1,784.74 "," 1,803.62 "," 1,761.05 "
2144,PBN,On Road,," 1,608.4 "," 129,341 "," 8,572 "," 2,840.8 ",8,6," 4,669.08 "," 3,755.64 "," 4,665.12 "," 4,722.77 "," 4,598.38 "
1623,PBN,On Road,, 624.9 , 809 , 67 , -   ,2,3, 645.83 , 624.91 , 645.51 , 659.75 , 627.86 
