OBJECTID,NETWORK,TYPE,NAME, len , total traffic 2015 , total trucks 2015 , bus km 2015 , 5 year accidents , traffic lights , base case - current ,no trucks, dist_grow by trend , dist_grow by 20% , dist_decline by 20%  
3014,PBN,On Road,, 44.7 , -   , 31 , -   ,0,0, 44.66 , 44.66 , 44.66 , 44.66 , 44.66 
2687,PBN,On Road,," 2,223.9 "," 79,745 ", 31 ," 2,353.3 ",11,5," 5,478.82 "," 4,448.21 "," 5,475.95 "," 5,506.34 "," 5,443.32 "
3015,PBN,On Road,, 226.3 ," 2,756 ", 31 , -   ,0,0, 299.51 , 226.29 , 300.03 , 303.04 , 294.96 
3016,PBN,On Road,, 162.1 , -   , 31 , -   ,0,0, 162.05 , 162.05 , 162.05 , 162.05 , 162.05 
2688,PBN,On Road,," 3,381.3 "," 3,256 ", 31 , -   ,4,0," 3,381.26 "," 3,381.26 "," 3,381.26 "," 3,443.13 "," 3,381.26 "
3017,PBN,On Road,, 557.8 ," 14,278 ", 31 , 634.8 ,1,1," 1,349.64 "," 1,115.52 "," 1,349.23 "," 1,357.10 "," 1,340.01 "
2689,PBN,On Road,," 1,397.6 "," 37,994 ", 31 ," 2,769.7 ",1,2," 3,393.11 "," 2,795.52 "," 3,391.73 "," 3,411.56 "," 3,369.31 "
3018,PBN,On Road,," 2,310.3 "," 62,312 ", 31 ," 2,120.2 ",3,6," 5,415.88 "," 4,430.50 "," 5,421.27 "," 5,446.43 "," 5,376.47 "
2690,PBN,On Road,," 12,101.8 "," 403,195 ", 31 ," 23,212.1 ",28,20," 29,697.18 "," 24,204.41 "," 29,695.00 "," 29,849.57 "," 29,500.58 "
3019,PBN,On Road,," 1,096.3 ", 163 , 31 , -   ,1,0," 1,097.01 "," 1,097.01 "," 1,097.01 "," 1,097.01 "," 1,097.01 "
3020,PBN,On Road,," 1,026.7 ", -   , 31 , -   ,0,0," 1,026.71 "," 1,026.71 "," 1,026.71 "," 1,026.71 "," 1,026.71 "
3021,PBN,On Road,, 542.7 , -   , 31 , -   ,1,0, 542.65 , 542.65 , 542.65 , 542.65 , 542.65 
2691,PBN,On Road,," 7,979.0 "," 4,967 ", 31 ," 15,581.4 ",1,0," 15,958.28 "," 15,958.28 "," 15,958.28 "," 15,958.28 "," 15,958.28 "
3022,PBN,On Road,, 522.4 ," 2,457 ", 31 , 20.1 ,0,1, 647.17 , 542.45 , 646.66 , 656.80 , 634.74 
3023,PBN,On Road,, 46.8 ," 6,143 ", 31 , 94.1 ,0,0, 123.16 , 93.61 , 123.09 , 123.56 , 122.65 
2692,PBN,On Road,," 7,876.3 "," 40,300 ", 31 ," 15,783.4 ",5,1," 17,417.07 "," 15,752.58 "," 17,426.25 "," 17,560.29 "," 17,232.29 "
3024,PBN,On Road,," 4,920.9 "," 4,978 ", 31 , 88.7 ,4,1," 5,017.00 "," 5,009.64 "," 5,057.57 "," 5,130.30 "," 5,009.64 "
2693,PBN,On Road,," 1,263.3 "," 104,455 ", 31 ," 2,711.2 ",3,4," 3,248.73 "," 2,526.69 "," 3,245.31 "," 3,261.21 "," 3,232.62 "
3025,PBN,On Road,, 435.5 , -   , 31 , -   ,0,0, 435.53 , 435.53 , 435.53 , 435.53 , 435.53 
2694,PBN,On Road,," 1,251.3 "," 17,750 ", 31 , -   ,2,0," 1,680.90 "," 1,251.29 "," 1,679.18 "," 1,699.85 "," 1,656.46 "
3026,PBN,On Road,," 8,254.3 "," 41,901 ", 31 , 44.1 ,9,2," 10,034.49 "," 8,298.54 "," 10,063.54 "," 10,184.79 "," 9,840.59 "
2695,PBN,On Road,, 183.9 , 962 , 31 , 42.0 ,0,0, 265.30 , 225.91 , 265.25 , 268.63 , 261.00 
3027,PBN,On Road,, 389.3 ," 6,103 ", 31 , -   ,0,0, 527.94 , 389.25 , 529.67 , 533.71 , 520.48 
2696,PBN,On Road,, 850.6 , 582 , 31 , 22.0 ,1,2, 872.58 , 872.58 , 872.58 , 872.58 , 872.58 
3028,PBN,On Road,," 1,145.8 ", 270 , 31 , 18.2 ,2,2," 1,164.06 "," 1,164.06 "," 1,164.06 "," 1,164.06 "," 1,164.06 "
2697,PBN,On Road,," 1,643.5 "," 15,864 ", 31 , -   ,1,1," 2,125.88 "," 1,643.52 "," 2,128.79 "," 2,152.65 "," 2,091.34 "
3029,PBN,On Road,," 4,033.8 "," 192,242 ", 31 ," 4,140.1 ",3,1," 10,085.37 "," 8,067.63 "," 10,081.88 "," 10,131.86 "," 10,025.40 "
2698,PBN,On Road,, 802.0 , 642 , 31 , 44.6 ,2,0, 846.52 , 846.52 , 846.52 , 846.52 , 846.52 
3030,PBN,On Road,, 617.3 ," 1,178 ", 31 , 22.2 ,3,2, 691.16 , 639.51 , 691.04 , 704.20 , 674.33 
2699,PBN,On Road,," 4,946.0 "," 24,200 ", 31 , -   ,7,1," 5,962.68 "," 4,946.07 "," 5,966.33 "," 6,053.28 "," 5,845.79 "
3031,PBN,On Road,," 11,886.6 "," 379,285 ", 31 , -   ,37,14," 17,215.18 "," 11,886.69 "," 17,239.36 "," 17,366.40 "," 17,020.11 "
2700,PBN,On Road,," 3,165.5 "," 15,290 ", 31 , -   ,7,3," 3,810.85 "," 3,165.51 "," 3,813.31 "," 3,868.96 "," 3,735.89 "
2701,PBN,On Road,, 124.7 ," 1,381 ", 31 , -   ,0,0, 163.52 , 124.70 , 163.60 , 165.50 , 160.97 
3032,PBN,On Road,," 5,315.8 "," 25,995 ", 31 , -   ,7,0," 6,408.16 "," 5,315.91 "," 6,429.06 "," 6,505.55 "," 6,282.52 "
2702,PBN,On Road,, 415.1 , -   , 31 , -   ,0,0, 415.07 , 415.07 , 415.07 , 415.07 , 415.07 
2703,PBN,On Road,," 4,088.7 "," 36,129 ", 31 , -   ,7,3," 5,241.94 "," 4,088.70 "," 5,292.79 "," 5,309.63 "," 5,154.63 "
3033,PBN,On Road,, 785.5 ," 22,590 ", 31 , 64.0 ,3,5," 1,191.09 ", 849.53 ," 1,189.85 "," 1,201.32 "," 1,177.88 "
2704,PBN,On Road,," 2,722.1 "," 101,285 ", 31 ," 2,663.4 ",9,8," 6,659.81 "," 5,385.43 "," 6,658.36 "," 6,693.19 "," 6,616.75 "
3034,PBN,On Road,," 2,261.1 "," 44,210 ", 31 ," 2,313.5 ",2,1," 5,392.62 "," 4,522.36 "," 5,388.83 "," 5,424.70 "," 5,351.25 "
2705,PBN,On Road,, 456.9 , 179 , 31 , 21.1 ,3,2, 477.99 , 477.99 , 477.99 , 477.99 , 477.99 
3035,PBN,On Road,," 2,122.1 "," 216,288 ", 31 ," 2,191.4 ",25,5," 5,609.58 "," 4,339.24 "," 5,605.99 "," 5,629.23 "," 5,584.25 "
2706,PBN,On Road,, 572.2 ," 4,216 ", 31 , -   ,2,1, 720.09 , 572.16 , 721.25 , 729.87 , 707.47 
3036,PBN,On Road,," 5,673.4 "," 133,710 ", 31 ," 3,489.8 ",15,10," 11,484.02 "," 9,163.28 "," 11,477.64 "," 11,561.33 "," 11,384.29 "
2707,PBN,On Road,, 207.6 ," 1,541 ", 31 , -   ,0,0, 261.44 , 207.56 , 262.06 , 264.98 , 256.87 
2708,PBN,On Road,, 100.6 , -   , 31 , -   ,0,0, 100.56 , 100.56 , 100.56 , 100.56 , 100.56 
3037,PBN,On Road,," 1,197.5 "," 28,578 ", 31 , -   ,3,2," 1,689.25 "," 1,197.48 "," 1,691.25 "," 1,705.52 "," 1,668.26 "
2709,PBN,On Road,, 341.5 , 285 , 31 , 21.4 ,0,0, 362.97 , 362.97 , 362.97 , 363.05 , 362.97 
3038,PBN,On Road,," 3,503.3 "," 238,195 ", 31 ," 3,659.2 ",10,6," 8,920.19 "," 7,006.65 "," 8,913.55 "," 8,956.85 "," 8,872.90 "
2710,PBN,On Road,, 74.8 , 509 , 31 , 99.2 ,0,0, 168.24 , 149.66 , 168.47 , 169.54 , 166.56 
2711,PBN,On Road,," 6,957.1 "," 11,497 ", 31 ," 13,953.6 ",2,0," 14,366.85 "," 13,914.43 "," 14,379.09 "," 14,516.83 "," 14,173.36 "
3039,PBN,On Road,," 4,637.0 "," 173,195 ", 31 ," 9,348.3 ",15,8," 11,447.10 "," 9,273.93 "," 11,443.29 "," 11,503.91 "," 11,373.81 "
2712,PBN,On Road,, 823.6 ," 64,331 ", 31 , 864.0 ,0,2," 2,111.88 "," 1,647.23 "," 2,110.68 "," 2,120.15 "," 2,101.20 "
3040,PBN,On Road,," 2,467.9 "," 265,916 ", 31 ," 5,096.2 ",7,4," 6,431.24 "," 4,936.07 "," 6,427.78 "," 6,453.67 "," 6,402.30 "
2713,PBN,On Road,, 610.8 ," 60,884 ", 31 , 668.3 ,2,4," 1,585.50 "," 1,221.62 "," 1,585.32 "," 1,591.19 "," 1,578.15 "
3041,PBN,On Road,," 4,289.9 "," 85,690 ", 31 ," 4,371.7 ",6,5," 10,243.67 "," 8,580.58 "," 10,239.96 "," 10,304.25 "," 10,165.53 "
2714,PBN,On Road,, 179.6 ," 17,940 ", 31 , 200.4 ,4,2, 509.41 , 402.38 , 509.13 , 511.08 , 507.25 
2715,PBN,On Road,," 1,617.0 ", -   , 31 , -   ,2,2," 1,616.95 "," 1,616.95 "," 1,616.95 "," 1,616.95 "," 1,616.95 "
3042,PBN,On Road,," 2,459.6 "," 25,251 ", 31 ," 2,248.6 ",2,0," 5,449.70 "," 4,708.19 "," 5,448.19 "," 5,489.31 "," 5,398.59 "
2716,PBN,On Road,," 3,260.0 "," 39,150 ", 31 ," 3,277.4 ",4,4," 7,569.16 "," 6,520.16 "," 7,571.25 "," 7,620.14 "," 7,503.39 "
3043,PBN,On Road,, 758.5 ," 19,449 ", 31 , 786.8 ,1,1," 1,835.44 "," 1,516.90 "," 1,834.17 "," 1,845.58 "," 1,822.35 "
2717,PBN,On Road,, 442.9 ," 60,574 ", 31 , 528.2 ,1,1," 1,167.89 ", 885.88 ," 1,168.55 "," 1,171.60 "," 1,163.10 "
3044,PBN,On Road,, 258.5 , 689 , 31 , 17.6 ,0,0, 308.92 , 276.14 , 308.70 , 314.13 , 302.21 
2718,PBN,On Road,," 2,621.6 "," 71,476 ", 31 ," 2,686.4 ",12,6," 6,365.28 "," 5,243.42 "," 6,362.86 "," 6,399.86 "," 6,320.66 "
3045,PBN,On Road,, 114.9 , 154 , 31 , -   ,1,0, 119.24 , 114.87 , 119.69 , 121.79 , 115.95 
3046,PBN,On Road,," 4,022.0 "," 117,559 ", 31 ," 3,126.3 ",17,5," 8,905.69 "," 7,148.39 "," 8,911.51 "," 8,957.90 "," 8,838.32 "
2719,PBN,On Road,, 834.0 ," 22,621 ", 31 , 853.8 ,3,1," 2,024.22 "," 1,667.92 "," 2,022.76 "," 2,035.24 "," 2,010.02 "
2720,PBN,On Road,, 561.4 ," 11,687 ", 31 , 600.5 ,0,0," 1,343.48 "," 1,122.85 "," 1,342.85 "," 1,351.34 "," 1,333.35 "
3047,PBN,On Road,, 580.1 ," 4,353 ", 31 , -   ,1,0, 731.50 , 580.15 , 729.72 , 741.38 , 718.74 
2721,PBN,On Road,," 7,446.0 "," 23,831 ", 31 ," 7,060.8 ",8,4," 15,628.92 "," 14,507.56 "," 15,658.21 "," 15,774.76 "," 15,440.77 "
3048,PBN,On Road,," 4,798.9 "," 87,285 ", 31 ," 4,893.1 ",7,6," 11,400.38 "," 9,598.25 "," 11,393.39 "," 11,469.48 "," 11,311.23 "
2722,PBN,On Road,," 3,230.2 "," 91,228 ", 31 ," 6,619.9 ",4,4," 7,857.42 "," 6,460.43 "," 7,855.24 "," 7,899.69 "," 7,802.89 "
3049,PBN,On Road,," 1,677.2 "," 46,058 ", 31 ," 1,741.4 ",2,3," 4,073.84 "," 3,354.56 "," 4,071.75 "," 4,095.93 "," 4,045.35 "
3050,PBN,On Road,," 1,563.6 "," 34,272 ", 31 ," 1,613.9 ",5,2," 3,752.19 "," 3,127.27 "," 3,751.42 "," 3,773.83 "," 3,724.27 "
2723,PBN,On Road,," 3,044.1 "," 68,474 ", 31 ," 6,203.3 ",4,6," 7,315.72 "," 6,088.79 "," 7,311.59 "," 7,357.63 "," 7,261.66 "
3051,PBN,On Road,, 711.3 ," 9,991 ", 31 , 44.0 ,0,0, 998.58 , 755.28 , 999.63 ," 1,009.37 ", 984.66 
2724,PBN,On Road,, 821.3 , 277 , 31 , -   ,0,0, 821.29 , 821.29 , 821.29 , 821.29 , 821.29 
3052,PBN,On Road,, 605.9 , 151 , 31 , -   ,2,1, 605.94 , 605.94 , 605.94 , 605.94 , 605.94 
2725,PBN,On Road,," 1,632.8 "," 9,172 ", 31 ," 1,642.5 ",5,4," 3,630.35 "," 3,265.57 "," 3,628.93 "," 3,659.59 "," 3,592.63 "
3053,PBN,On Road,, 324.0 ," 14,015 ", 31 , 21.5 ,1,1, 503.77 , 345.69 , 503.16 , 507.60 , 498.83 
2726,PBN,On Road,," 3,024.3 "," 67,200 ", 31 ," 3,061.8 ",10,8," 7,262.76 "," 6,048.70 "," 7,259.52 "," 7,304.50 "," 7,208.91 "
3054,PBN,On Road,," 4,681.8 "," 63,274 ", 31 ," 6,255.2 ",9,9," 10,942.01 "," 9,363.89 "," 10,937.66 "," 11,013.57 "," 10,849.68 "
2727,PBN,On Road,, 615.1 ," 9,777 ", 31 , 21.8 ,2,1, 857.17 , 636.92 , 856.69 , 866.27 , 845.42 
3055,PBN,On Road,," 1,060.3 ", 359 , 31 , 21.5 ,0,0," 1,081.93 "," 1,081.93 "," 1,081.93 "," 1,081.93 "," 1,081.93 "
2728,PBN,On Road,, 136.0 , -   , 31 , -   ,0,0, 136.03 , 136.03 , 136.03 , 136.03 , 136.03 
3056,PBN,On Road,, 192.1 ," 1,303 ", 31 , 65.6 ,0,1, 305.28 , 257.68 , 304.88 , 308.61 , 300.98 
2729,PBN,On Road,, 385.6 , 422 , 31 , 19.4 ,0,0, 409.55 , 405.08 , 409.59 , 418.34 , 405.08 
3057,PBN,On Road,, 749.3 , 788 , 31 , -   ,4,1, 754.18 , 749.25 , 753.68 , 771.34 , 749.25 
2730,PBN,On Road,, 179.4 , 449 , 31 , -   ,1,0, 200.75 , 179.42 , 200.31 , 204.39 , 196.04 
3058,PBN,On Road,," 2,157.0 ", 348 , 31 , 18.3 ,1,1," 2,175.66 "," 2,175.66 "," 2,175.66 "," 2,175.66 "," 2,175.66 "
2731,PBN,On Road,, 530.8 ," 79,375 ", 31 ," 1,070.1 ",1,2," 1,405.62 "," 1,061.55 "," 1,405.41 "," 1,409.93 "," 1,400.07 "
2732,PBN,On Road,, 481.3 ," 6,829 ", 31 , 22.0 ,0,0, 669.80 , 504.23 , 669.17 , 677.10 , 660.39 
3059,PBN,On Road,, 130.8 ," 6,318 ", 31 , 235.6 ,0,0, 327.37 , 261.70 , 327.07 , 328.87 , 325.43 
2733,PBN,On Road,," 4,021.6 "," 97,468 ", 31 ," 4,986.9 ",11,5," 9,702.74 "," 8,043.15 "," 9,695.66 "," 9,757.20 "," 9,632.48 "
3060,PBN,On Road,, 48.9 , -   , 31 , -   ,0,0, 48.92 , 48.92 , 48.92 , 48.92 , 48.92 
3061,PBN,On Road,," 6,365.6 "," 19,686 ", 31 , -   ,2,1," 7,295.98 "," 6,365.64 "," 7,309.32 "," 7,421.31 "," 7,134.31 "
2734,PBN,On Road,," 1,409.9 "," 13,101 ", 31 ," 1,448.4 ",2,2," 3,226.67 "," 2,819.81 "," 3,223.53 "," 3,249.79 "," 3,196.83 "
2735,PBN,On Road,, 110.7 ," 1,319 ", 31 , -   ,0,0, 146.17 , 110.67 , 146.09 , 147.91 , 143.94 
3062,PBN,On Road,, 225.6 , -   , 31 , -   ,0,0, 225.79 , 225.79 , 225.79 , 225.79 , 225.79 
2736,PBN,On Road,, 302.1 ," 55,692 ", 31 , 380.9 ,1,2, 808.09 , 604.10 , 807.87 , 810.35 , 805.17 
3063,PBN,On Road,," 1,860.6 "," 77,412 ", 31 , -   ,7,3," 2,758.56 "," 1,860.59 "," 2,754.08 "," 2,780.76 "," 2,729.93 "
2737,PBN,On Road,," 1,036.8 ", 446 , 31 , -   ,0,0," 1,036.84 "," 1,036.84 "," 1,036.84 "," 1,036.84 "," 1,036.84 "
2738,PBN,On Road,," 6,839.4 "," 116,456 ", 31 , -   ,8,3," 9,349.80 "," 6,839.80 "," 9,347.07 "," 9,449.63 "," 9,221.00 "
3064,PBN,On Road,, 491.5 ," 124,912 ", 31 , 225.1 ,0,1," 1,068.92 ", 716.60 ," 1,068.15 "," 1,072.13 "," 1,064.79 "
3065,PBN,On Road,, 479.8 ," 1,932 ", 31 , 39.0 ,2,2, 605.38 , 518.87 , 605.88 , 614.45 , 593.68 
2739,PBN,On Road,," 1,169.9 "," 11,169 ", 31 , -   ,2,1," 1,512.13 "," 1,170.32 "," 1,509.74 "," 1,531.24 "," 1,487.49 "
3066,PBN,On Road,, 595.3 , 193 , 31 , -   ,1,0, 595.29 , 595.29 , 595.29 , 595.29 , 595.29 
2740,PBN,On Road,, 56.1 , 322 , 31 , 143.4 ,0,1, 134.15 , 121.46 , 133.99 , 135.15 , 132.86 
3067,PBN,On Road,, 518.0 , 399 , 31 , 22.0 ,0,0, 540.01 , 540.01 , 540.01 , 540.01 , 540.01 
2741,PBN,On Road,," 1,131.9 "," 13,488 ", 31 ," 1,439.0 ",9,2," 2,626.98 "," 2,263.90 "," 2,625.37 "," 2,644.71 "," 2,604.11 "
3068,PBN,On Road,," 1,213.7 ", -   , 31 , -   ,0,0," 1,213.85 "," 1,213.85 "," 1,213.85 "," 1,213.85 "," 1,213.85 "
2742,PBN,On Road,, 91.7 ," 14,087 ", 31 , 292.5 ,0,2, 259.29 , 199.53 , 259.23 , 260.03 , 258.34 
3069,PBN,On Road,," 1,669.0 "," 17,439 ", 31 ," 3,366.0 ",0,0," 3,844.92 "," 3,337.95 "," 3,850.50 "," 3,871.71 "," 3,810.36 "
2743,PBN,On Road,, 258.8 ," 4,170 ", 31 , 575.7 ,0,0, 610.79 , 517.65 , 610.52 , 614.61 , 605.86 
3070,PBN,On Road,," 2,959.6 "," 45,452 ", 31 ," 1,237.7 ",4,1," 5,243.89 "," 4,197.33 "," 5,249.51 "," 5,288.00 "," 5,186.98 "
2744,PBN,On Road,, 57.2 , 659 , 31 , 149.8 ,0,0, 132.54 , 114.43 , 132.51 , 133.44 , 131.37 
2745,PBN,On Road,," 1,534.8 "," 3,079 ", 31 , -   ,2,0," 1,673.13 "," 1,534.83 "," 1,675.64 "," 1,705.33 "," 1,631.58 "
3071,PBN,On Road,, 586.1 ," 166,553 ", 31 , 700.1 ,4,2," 1,600.81 "," 1,172.18 "," 1,600.30 "," 1,604.44 "," 1,596.13 "
2746,PBN,On Road,, 362.7 ," 6,581 ", 31 , -   ,0,0, 498.75 , 362.67 , 498.31 , 503.98 , 492.01 
3072,PBN,On Road,, 786.5 ," 27,689 ", 31 , 871.3 ,0,0," 1,935.62 "," 1,573.03 "," 1,935.83 "," 1,945.39 "," 1,923.01 "
2747,PBN,On Road,," 4,679.9 "," 25,946 ", 31 , -   ,0,0," 5,717.67 "," 4,680.03 "," 5,739.61 "," 5,801.66 "," 5,609.33 "
3073,PBN,On Road,," 1,784.9 "," 35,687 ", 31 ," 3,636.2 ",2,2," 4,262.22 "," 3,570.05 "," 4,258.35 "," 4,287.41 "," 4,229.71 "
3074,PBN,On Road,, 167.0 ," 29,059 ", 31 , 386.2 ,0,2, 447.87 , 336.36 , 447.99 , 449.15 , 446.22 
2748,PBN,On Road,, 570.6 ," 8,142 ", 31 , -   ,2,0, 766.99 , 570.63 , 767.63 , 775.62 , 755.85 
3075,PBN,On Road,, 507.7 ," 23,441 ", 31 , 687.3 ,4,0," 1,267.32 "," 1,015.44 "," 1,267.31 "," 1,273.22 "," 1,259.71 "
2749,PBN,On Road,, 739.3 , -   , 31 , -   ,0,0, 739.42 , 739.42 , 739.42 , 739.42 , 739.42 
3076,PBN,On Road,, 257.8 ," 2,858 ", 31 , 279.9 ,0,0, 595.96 , 515.67 , 596.33 , 600.05 , 590.68 
2750,PBN,On Road,," 1,008.4 "," 2,434 ", 31 ," 2,057.7 ",3,0," 2,132.13 "," 2,017.10 "," 2,134.29 "," 2,152.73 "," 2,105.55 "
3077,PBN,On Road,," 2,067.9 "," 43,755 ", 31 ," 2,099.5 ",2,1," 4,953.24 "," 4,136.15 "," 4,956.34 "," 4,982.08 "," 4,916.03 "
2751,PBN,On Road,, 56.2 , 261 , 31 , 191.1 ,0,0, 123.57 , 112.39 , 123.61 , 124.61 , 122.23 
3078,PBN,On Road,, 169.7 ," 4,478 ", 31 , -   ,1,1, 241.59 , 169.69 , 241.12 , 243.84 , 238.68 
2752,PBN,On Road,," 10,910.9 "," 164,636 ", 31 ," 15,360.9 ",36,15," 25,656.04 "," 21,822.60 "," 25,647.49 "," 25,819.24 "," 25,445.50 "
3079,PBN,On Road,," 4,245.2 "," 20,605 ", 31 , 82.0 ,3,1," 5,195.38 "," 4,327.22 "," 5,207.73 "," 5,273.25 "," 5,094.92 "
3080,PBN,On Road,," 5,460.3 "," 157,659 ", 31 ," 5,535.7 ",15,11," 13,298.11 "," 10,920.96 "," 13,301.30 "," 13,369.21 "," 13,206.40 "
2753,PBN,On Road,, 137.6 , -   , 31 , -   ,0,0, 138.01 , 138.01 , 138.01 , 138.01 , 138.01 
3081,PBN,On Road,," 2,508.0 "," 109,437 ", 31 ," 5,104.3 ",20,5," 6,241.89 "," 5,016.00 "," 6,238.51 "," 6,271.45 "," 6,203.75 "
2754,PBN,On Road,, 33.4 , 653 , 31 , 71.8 ,0,0, 79.66 , 66.81 , 79.57 , 80.85 , 79.05 
2755,PBN,On Road,, 74.3 , -   , 31 , -   ,0,0, 74.34 , 74.34 , 74.34 , 74.34 , 74.34 
3082,PBN,On Road,," 1,642.1 "," 22,151 ", 31 ," 1,701.6 ",0,0," 3,837.21 "," 3,284.13 "," 3,835.76 "," 3,862.32 "," 3,804.81 "
2756,PBN,On Road,, 48.3 ," 1,218 ", 31 , 19.4 ,0,0, 87.88 , 67.71 , 87.84 , 88.53 , 87.04 
3083,PBN,On Road,," 1,649.1 "," 22,482 ", 31 ," 1,718.7 ",5,6," 3,856.01 "," 3,298.30 "," 3,855.38 "," 3,881.18 "," 3,823.55 "
2757,PBN,On Road,, 53.7 ," 10,754 ", 31 , 19.0 ,0,0, 109.50 , 72.67 , 109.72 , 109.89 , 109.00 
3084,PBN,On Road,," 4,008.4 "," 155,333 ", 31 ," 4,111.4 ",140,14," 11,187.81 "," 9,290.12 "," 11,181.18 "," 11,236.47 "," 11,125.02 "
2758,PBN,On Road,, 57.1 , -   , 31 , -   ,0,0, 57.13 , 57.13 , 57.13 , 57.13 , 57.13 
2759,PBN,On Road,, 9.1 , -   , 31 , -   ,0,0, 11.33 , 11.33 , 11.33 , 11.57 , 11.01 
3085,PBN,On Road,, 995.2 ," 44,951 ", 31 ," 1,353.5 ",1,4," 2,481.39 "," 1,990.48 "," 2,483.34 "," 2,493.01 "," 2,466.38 "
2760,PBN,On Road,, 154.7 , -   , 31 , -   ,0,0, 154.66 , 154.66 , 154.66 , 154.66 , 154.66 
3086,PBN,On Road,, 708.2 , 216 , 31 , 17.7 ,1,0, 725.89 , 725.89 , 725.89 , 725.89 , 725.89 
2761,PBN,On Road,, 129.7 ," 17,812 ", 31 , 310.2 ,0,0, 342.14 , 259.47 , 342.19 , 343.22 , 340.74 
3087,PBN,On Road,," 1,821.0 "," 23,390 ", 31 , -   ,1,2," 2,422.74 "," 1,820.95 "," 2,454.73 "," 2,450.85 "," 2,386.47 "
2762,PBN,On Road,, 45.9 , -   , 31 , -   ,0,0, 45.88 , 45.88 , 45.88 , 45.88 , 45.88 
3088,PBN,On Road,, 903.9 ," 20,869 ", 31 , -   ,1,0," 1,271.26 ", 903.92 ," 1,273.90 "," 1,283.63 "," 1,255.30 "
2763,PBN,On Road,, 542.5 ," 9,112 ", 31 , 673.2 ,1,0," 1,283.22 "," 1,085.09 "," 1,283.14 "," 1,291.16 "," 1,272.97 "
3089,PBN,On Road,," 3,361.8 "," 40,863 ", 31 , 17.7 ,10,0," 4,466.48 "," 3,379.49 "," 4,476.92 "," 4,518.93 "," 4,398.81 "
2764,PBN,On Road,, 565.1 , -   , 31 , -   ,0,0, 565.06 , 565.06 , 565.06 , 565.06 , 565.06 
3090,PBN,On Road,, 550.7 , 81 , 31 , 269.1 ,0,0, 819.80 , 819.80 , 819.80 , 819.80 , 819.80 
2765,PBN,On Road,, 28.0 , 554 , 31 , 47.3 ,0,0, 67.47 , 56.65 , 67.49 , 68.84 , 66.38 
3091,PBN,On Road,," 2,950.0 "," 47,602 ", 31 ," 4,717.6 ",12,5," 6,962.16 "," 5,900.11 "," 6,967.62 "," 7,005.69 "," 6,906.00 "
2766,PBN,On Road,, 99.0 ," 3,706 ", 31 , -   ,0,0, 145.40 , 98.98 , 145.05 , 146.61 , 143.84 
2767,PBN,On Road,, 94.8 ," 3,427 ", 31 , 10.7 ,0,0, 149.61 , 105.57 , 149.29 , 150.78 , 148.10 
3092,PBN,On Road,," 4,462.7 "," 4,309 ", 31 , -   ,10,3," 4,462.68 "," 4,462.68 "," 4,462.68 "," 4,545.82 "," 4,462.68 "
2768,PBN,On Road,, 13.1 , -   , 31 , -   ,0,0, 15.41 , 15.41 , 15.41 , 15.80 , 14.91 
3093,PBN,On Road,," 2,861.6 "," 13,686 ", 31 ," 5,414.6 ",6,1," 6,302.98 "," 5,723.23 "," 6,297.95 "," 6,355.59 "," 6,235.10 "
2769,PBN,On Road,, 17.7 , 704 , 31 , 21.1 ,0,0, 45.74 , 37.31 , 45.81 , 46.50 , 44.73 
2770,PBN,On Road,, 30.1 , -   , 31 , -   ,0,0, 30.30 , 30.30 , 30.30 , 31.36 , 30.11 
3094,PBN,On Road,, 227.8 , -   , 31 , -   ,0,0, 227.76 , 227.76 , 227.76 , 227.76 , 227.76 
2771,PBN,On Road,, 27.3 , 51 , 31 , -   ,1,0, 38.02 , 35.81 , 37.99 , 39.54 , 36.56 
3095,PBN,On Road,," 1,640.1 ", 105 , 31 , -   ,0,0," 1,640.10 "," 1,640.10 "," 1,640.10 "," 1,640.10 "," 1,640.10 "
2772,PBN,On Road,, 10.4 ," 1,221 ", 31 , 54.3 ,0,0, 29.57 , 23.14 , 29.54 , 29.95 , 29.07 
2773,PBN,On Road,, 311.9 ," 10,282 ", 31 , 543.2 ,2,1, 765.03 , 623.89 , 764.71 , 768.97 , 759.95 
3096,PBN,On Road,," 2,380.1 ", -   , 31 , -   ,2,1," 2,380.11 "," 2,380.11 "," 2,380.11 "," 2,380.11 "," 2,380.11 "
2774,PBN,On Road,, 174.2 , 353 , 31 , -   ,0,0, 190.14 , 174.21 , 189.81 , 193.79 , 185.43 
2775,PBN,On Road,, 152.2 ," 18,835 ", 31 , 213.9 ,0,1, 399.29 , 304.37 , 399.07 , 400.61 , 397.59 
3097,PBN,On Road,, 521.6 , -   , 31 , -   ,0,0, 521.56 , 521.56 , 521.56 , 521.56 , 521.56 
2776,PBN,On Road,, 268.7 ," 27,699 ", 31 , 308.9 ,1,1, 698.66 , 537.41 , 697.96 , 701.13 , 695.46 
3098,PBN,On Road,," 3,617.5 "," 86,195 ", 31 , -   ,4,4," 5,102.32 "," 3,617.46 "," 5,106.89 "," 5,151.49 "," 5,038.88 "
2777,PBN,On Road,, 339.9 ," 1,654 ", 31 , 357.5 ,0,0, 749.49 , 679.88 , 749.16 , 755.72 , 741.45 
3099,PBN,On Road,, 570.4 ," 65,583 ", 31 , -   ,0,0, 920.70 , 570.37 , 920.90 , 925.77 , 914.15 
